"Time","Salon","2ème étage","Chambre 3","Chambre 2"
2020-12-31 22:30:00,894,788,1045,1378
2020-12-31 23:00:00,846,807,1068,1437
2020-12-31 23:30:00,783,901,1075,1497
2021-01-01 00:00:00,720,937,1078,1558
2021-01-01 00:30:00,669,919,1079,1633
2021-01-01 01:00:00,629,916,1068,1685
2021-01-01 01:30:00,635,,1086,1670
2021-01-01 02:00:00,656,897,1151,1415
2021-01-01 02:30:00,675,901,1199,1363
2021-01-01 03:00:00,668,864,1215,1418
2021-01-01 03:30:00,654,793,1227,1514
2021-01-01 04:00:00,646,765,1246,1576
2021-01-01 04:30:00,643,,1265,1620
2021-01-01 05:00:00,621,,1269,1681
2021-01-01 05:30:00,603,,1280,1745
2021-01-01 06:00:00,601,,1311,1799
2021-01-01 06:30:00,572,,1331,1834
2021-01-01 07:00:00,566,765,1327,1874
2021-01-01 07:30:00,555,765,1352,1894
2021-01-01 08:00:00,595,740,1339,1616
2021-01-01 08:30:00,747,916,993,1257
2021-01-01 09:00:00,724,627,433,544
2021-01-01 09:30:00,714,623,464,489
2021-01-01 10:00:00,649,692,622,603
2021-01-01 10:30:00,793,658,657,597
2021-01-01 11:00:00,935,675,684,591
2021-01-01 11:30:00,1022,728,741,587
2021-01-01 12:00:00,1067,724,751,573
2021-01-01 12:30:00,1054,799,830,554
2021-01-01 13:00:00,994,876,912,543
2021-01-01 13:30:00,968,898,995,593
2021-01-01 14:00:00,883,894,1047,799
2021-01-01 14:30:00,646,924,1091,1136
2021-01-01 15:00:00,820,989,899,1075
2021-01-01 15:30:00,985,958,904,1062
2021-01-01 16:00:00,980,947,924,1022
2021-01-01 16:30:00,944,935,862,957
2021-01-01 17:00:00,1017,887,880,920
2021-01-01 17:30:00,1101,891,1040,1116
2021-01-01 18:00:00,1182,965,1067,1157
2021-01-01 18:30:00,1213,1027,1057,1129
2021-01-01 19:00:00,1245,1015,1075,1113
2021-01-01 19:30:00,1283,1036,1072,1104
2021-01-01 20:00:00,1236,1085,1132,1110
2021-01-01 20:30:00,1156,1070,1196,1258
2021-01-01 21:00:00,1074,1044,1255,1364
2021-01-01 21:30:00,1027,999,1286,1452
2021-01-01 22:00:00,943,1045,1315,1529
2021-01-01 22:30:00,870,1050,1332,1595
2021-01-01 23:00:00,806,1010,1350,1639
2021-01-01 23:30:00,745,955,1361,1708
2021-01-02 00:00:00,726,921,1377,1760
2021-01-02 00:30:00,683,868,1387,1799
2021-01-02 01:00:00,655,804,1398,1847
2021-01-02 01:30:00,630,774,1407,1854
2021-01-02 02:00:00,607,761,1427,1896
2021-01-02 02:30:00,588,737,1432,1916
2021-01-02 03:00:00,577,722,1456,1946
2021-01-02 03:30:00,570,703,1461,1953
2021-01-02 04:00:00,555,707,1459,1984
2021-01-02 04:30:00,534,691,1459,1973
2021-01-02 05:00:00,533,675,1446,1991
2021-01-02 05:30:00,521,664,1438,1999
2021-01-02 06:00:00,515,656,1443,2017
2021-01-02 06:30:00,505,651,1449,2037
2021-01-02 07:00:00,504,653,1463,2032
2021-01-02 07:30:00,515,667,1478,1911
2021-01-02 08:00:00,539,731,1475,1646
2021-01-02 08:30:00,653,863,1283,1229
2021-01-02 09:00:00,796,677,848,841
2021-01-02 09:30:00,819,561,490,519
2021-01-02 10:00:00,840,590,643,617
2021-01-02 10:30:00,979,607,760,696
2021-01-02 11:00:00,1096,630,821,704
2021-01-02 11:30:00,1182,663,1074,702
2021-01-02 12:00:00,1215,608,1074,659
2021-01-02 12:30:00,1214,693,1001,710
2021-01-02 13:00:00,1122,891,1047,1003
2021-01-02 13:30:00,1045,1024,1108,1020
2021-01-02 14:00:00,1029,988,1165,970
2021-01-02 14:30:00,988,927,1222,978
2021-01-02 15:00:00,1114,906,1250,1060
2021-01-02 15:30:00,1221,990,1189,1139
2021-01-02 16:00:00,1186,1020,1065,1149
2021-01-02 16:30:00,1052,963,980,1066
2021-01-02 17:00:00,958,883,893,971
2021-01-02 17:30:00,896,821,816,897
2021-01-02 18:00:00,894,900,810,832
2021-01-02 18:30:00,947,1021,838,834
2021-01-02 19:00:00,1021,1027,863,848
2021-01-02 19:30:00,1125,975,901,894
2021-01-02 20:00:00,1095,923,1020,997
2021-01-02 20:30:00,1071,916,1114,1223
2021-01-02 21:00:00,1043,907,1174,1360
2021-01-02 21:30:00,954,904,1204,1476
2021-01-02 22:00:00,862,1008,1247,1550
2021-01-02 22:30:00,806,990,1284,1613
2021-01-02 23:00:00,740,933,1319,1690
2021-01-02 23:30:00,704,922,1351,1751
2021-01-03 00:00:00,695,826,1377,1821
2021-01-03 00:30:00,679,807,1381,1839
2021-01-03 01:00:00,642,767,1404,1883
2021-01-03 01:30:00,607,760,1416,1928
2021-01-03 02:00:00,588,752,1436,1965
2021-01-03 02:30:00,572,742,1437,1992
2021-01-03 03:00:00,562,714,1472,2026
2021-01-03 03:30:00,553,695,1480,2046
2021-01-03 04:00:00,554,680,1491,2058
2021-01-03 04:30:00,541,658,1512,2084
2021-01-03 05:00:00,542,658,1527,2108
2021-01-03 05:30:00,538,662,1536,2097
2021-01-03 06:00:00,534,674,1532,2094
2021-01-03 06:30:00,526,641,1550,2111
2021-01-03 07:00:00,511,663,1539,2119
2021-01-03 07:30:00,512,676,1563,2113
2021-01-03 08:00:00,555,780,1452,1423
2021-01-03 08:30:00,701,676,750,762
2021-01-03 09:00:00,777,528,423,459
2021-01-03 09:30:00,851,573,624,517
2021-01-03 10:00:00,982,640,743,601
2021-01-03 10:30:00,1064,658,873,640
2021-01-03 11:00:00,1134,711,935,762
2021-01-03 11:30:00,1245,761,951,922
2021-01-03 12:00:00,1281,805,989,982
2021-01-03 12:30:00,1271,852,1005,1019
2021-01-03 13:00:00,1177,938,1055,1057
2021-01-03 13:30:00,1056,1026,1122,1084
2021-01-03 14:00:00,761,1061,1179,997
2021-01-03 14:30:00,647,952,1233,823
2021-01-03 15:00:00,725,820,1120,771
2021-01-03 15:30:00,762,760,805,767
2021-01-03 16:00:00,691,699,702,727
2021-01-03 16:30:00,659,643,631,657
2021-01-03 17:00:00,621,588,576,611
2021-01-03 17:30:00,597,550,546,573
2021-01-03 18:00:00,674,543,539,562
2021-01-03 18:30:00,806,587,614,600
2021-01-03 19:00:00,919,622,676,647
2021-01-03 19:30:00,967,649,732,680
2021-01-03 20:00:00,997,721,829,809
2021-01-03 20:30:00,942,781,946,984
2021-01-03 21:00:00,884,872,1034,1098
2021-01-03 21:30:00,820,928,1099,1219
2021-01-03 22:00:00,763,917,1158,1314
2021-01-03 22:30:00,706,906,1199,1378
2021-01-03 23:00:00,662,848,1246,1436
2021-01-03 23:30:00,624,799,1272,1504
2021-01-04 00:00:00,608,781,1302,1569
2021-01-04 00:30:00,601,756,1327,1617
2021-01-04 01:00:00,588,722,1339,1644
2021-01-04 01:30:00,593,682,1378,1695
2021-01-04 02:00:00,569,678,1368,1745
2021-01-04 02:30:00,548,701,1377,1759
2021-01-04 03:00:00,540,694,1397,1799
2021-01-04 03:30:00,535,698,1411,1812
2021-01-04 04:00:00,540,701,1424,1810
2021-01-04 04:30:00,530,703,1429,1850
2021-01-04 05:00:00,530,698,1449,1862
2021-01-04 05:30:00,520,680,1438,1894
2021-01-04 06:00:00,503,688,1456,1920
2021-01-04 06:30:00,515,685,1472,1974
2021-01-04 07:00:00,507,685,1498,1981
2021-01-04 07:30:00,573,587,1172,1035
2021-01-04 08:00:00,627,426,528,402
2021-01-04 08:30:00,683,485,509,401
2021-01-04 09:00:00,777,539,570,404
2021-01-04 09:30:00,811,572,610,410
2021-01-04 10:00:00,806,607,630,408
2021-01-04 10:30:00,778,618,636,403
2021-01-04 11:00:00,798,607,627,397
2021-01-04 11:30:00,820,604,633,391
2021-01-04 12:00:00,904,625,683,383
2021-01-04 12:30:00,948,632,714,383
2021-01-04 13:00:00,1000,748,796,571
2021-01-04 13:30:00,957,802,872,784
2021-01-04 14:00:00,932,784,953,806
2021-01-04 14:30:00,919,761,1011,794
2021-01-04 15:00:00,911,749,1051,791
2021-01-04 15:30:00,895,772,914,774
2021-01-04 16:00:00,937,774,823,768
2021-01-04 16:30:00,907,749,786,749
2021-01-04 17:00:00,920,750,871,728
2021-01-04 17:30:00,910,767,818,723
2021-01-04 18:00:00,952,775,824,714
2021-01-04 18:30:00,975,801,818,680
2021-01-04 19:00:00,973,734,762,653
2021-01-04 19:30:00,965,738,844,703
2021-01-04 20:00:00,950,816,911,954
2021-01-04 20:30:00,1006,820,1002,1002
2021-01-04 21:00:00,1009,817,1058,1030
2021-01-04 21:30:00,969,830,1115,1156
2021-01-04 22:00:00,901,904,1145,1255
2021-01-04 22:30:00,827,955,1181,1336
2021-01-04 23:00:00,769,939,1209,1395
2021-01-04 23:30:00,715,882,1235,1454
2021-01-05 00:00:00,684,817,1253,1549
2021-01-05 00:30:00,657,779,1266,1581
2021-01-05 01:00:00,632,727,1283,1655
2021-01-05 01:30:00,593,705,1289,1697
2021-01-05 02:00:00,588,681,1314,1723
2021-01-05 02:30:00,572,675,1316,1768
2021-01-05 03:00:00,549,656,1309,1821
2021-01-05 03:30:00,558,646,1315,1848
2021-01-05 04:00:00,553,655,1308,1882
2021-01-05 04:30:00,544,652,1306,1892
2021-01-05 05:00:00,524,647,1299,1937
2021-01-05 05:30:00,524,642,1294,1962
2021-01-05 06:00:00,525,648,1294,1987
2021-01-05 06:30:00,545,627,1295,2011
2021-01-05 07:00:00,550,527,1305,2028
2021-01-05 07:30:00,572,510,830,820
2021-01-05 08:00:00,642,538,501,452
2021-01-05 08:30:00,665,528,545,540
2021-01-05 09:00:00,646,544,551,570
2021-01-05 09:30:00,658,532,545,572
2021-01-05 10:00:00,645,515,531,568
2021-01-05 10:30:00,626,515,529,553
2021-01-05 11:00:00,621,512,511,528
2021-01-05 11:30:00,665,506,518,523
2021-01-05 12:00:00,700,500,519,531
2021-01-05 12:30:00,720,531,540,537
2021-01-05 13:00:00,747,562,573,569
2021-01-05 13:30:00,741,595,627,678
2021-01-05 14:00:00,786,622,663,733
2021-01-05 14:30:00,788,660,681,755
2021-01-05 15:00:00,555,700,561,622
2021-01-05 15:30:00,560,579,400,403
2021-01-05 16:00:00,589,487,445,428
2021-01-05 16:30:00,591,449,443,442
2021-01-05 17:00:00,674,450,463,451
2021-01-05 17:30:00,714,477,505,481
2021-01-05 18:00:00,793,553,561,509
2021-01-05 18:30:00,872,606,636,546
2021-01-05 19:00:00,933,639,721,665
2021-01-05 19:30:00,941,686,805,986
2021-01-05 20:00:00,918,746,866,1264
2021-01-05 20:30:00,878,851,930,1082
2021-01-05 21:00:00,779,955,1011,1179
2021-01-05 21:30:00,724,933,1055,1264
2021-01-05 22:00:00,667,864,1073,1346
2021-01-05 22:30:00,635,827,1070,1421
2021-01-05 23:00:00,603,797,1093,1497
2021-01-05 23:30:00,591,750,1127,1547
2021-01-06 00:00:00,574,713,1136,1621
2021-01-06 00:30:00,556,698,1155,1660
2021-01-06 01:00:00,528,669,1174,1655
2021-01-06 01:30:00,527,648,1193,1710
2021-01-06 02:00:00,514,640,1194,1772
2021-01-06 02:30:00,510,624,1203,1811
2021-01-06 03:00:00,492,626,1196,1812
2021-01-06 03:30:00,492,611,1197,1820
2021-01-06 04:00:00,478,619,1210,1853
2021-01-06 04:30:00,469,612,1206,1857
2021-01-06 05:00:00,482,613,1185,1857
2021-01-06 05:30:00,478,619,1199,1875
2021-01-06 06:00:00,475,608,1200,1891
2021-01-06 06:30:00,470,612,1213,1911
2021-01-06 07:00:00,466,621,1216,1949
2021-01-06 07:30:00,470,632,1236,2032
2021-01-06 08:00:00,551,697,552,735
2021-01-06 08:30:00,603,476,360,347
2021-01-06 09:00:00,682,490,445,452
2021-01-06 09:30:00,705,569,565,595
2021-01-06 10:00:00,734,594,605,619
2021-01-06 10:30:00,757,583,621,610
2021-01-06 11:00:00,820,591,632,601
2021-01-06 11:30:00,851,611,660,586
2021-01-06 12:00:00,862,616,662,560
2021-01-06 12:30:00,877,620,636,543
2021-01-06 13:00:00,930,671,696,572
2021-01-06 13:30:00,874,722,793,770
2021-01-06 14:00:00,843,792,866,873
2021-01-06 14:30:00,833,787,957,826
2021-01-06 15:00:00,771,724,1016,796
2021-01-06 15:30:00,821,707,957,786
2021-01-06 16:00:00,795,730,809,772
2021-01-06 16:30:00,794,750,776,757
2021-01-06 17:00:00,944,732,754,728
2021-01-06 17:30:00,,,,
2021-01-06 18:00:00,,,,
2021-01-06 18:30:00,,,,
2021-01-06 19:00:00,,,,
2021-01-06 19:30:00,,,,
2021-01-06 20:00:00,,,,
2021-01-06 20:30:00,,,,
2021-01-06 21:00:00,,,,
2021-01-06 21:30:00,,,,
2021-01-06 22:00:00,,,,
2021-01-06 22:30:00,,,,
2021-01-06 23:00:00,,,,
2021-01-06 23:30:00,,,,
2021-01-07 00:00:00,,,,
2021-01-07 00:30:00,,,,
2021-01-07 01:00:00,,,,
2021-01-07 01:30:00,,,,
2021-01-07 02:00:00,,,,
2021-01-07 02:30:00,,,,
2021-01-07 03:00:00,,,,
2021-01-07 03:30:00,,,,
2021-01-07 04:00:00,,,,
2021-01-07 04:30:00,,,,
2021-01-07 05:00:00,,,,
2021-01-07 05:30:00,,,,
2021-01-07 06:00:00,,,,
2021-01-07 06:30:00,,,,
2021-01-07 07:00:00,,,,
2021-01-07 07:30:00,,,,
2021-01-07 08:00:00,,,,
2021-01-07 08:30:00,,,,
2021-01-07 09:00:00,,,,
2021-01-07 09:30:00,,,,
2021-01-07 10:00:00,,,,
2021-01-07 10:30:00,,,,
2021-01-07 11:00:00,,,,
2021-01-07 11:30:00,,,,
2021-01-07 12:00:00,,,,
2021-01-07 12:30:00,,,,
2021-01-07 13:00:00,,,,
2021-01-07 13:30:00,,,,
2021-01-07 14:00:00,,,,
2021-01-07 14:30:00,,,,
2021-01-07 15:00:00,,,,
2021-01-07 15:30:00,,,,
2021-01-07 16:00:00,,,,
2021-01-07 16:30:00,,,,
2021-01-07 17:00:00,,,,
2021-01-07 17:30:00,,,,
2021-01-07 18:00:00,,,,
2021-01-07 18:30:00,,,,
2021-01-07 19:00:00,,,,
2021-01-07 19:30:00,,,,
2021-01-07 20:00:00,,,,
2021-01-07 20:30:00,,,,
2021-01-07 21:00:00,,,,
2021-01-07 21:30:00,,,,
2021-01-07 22:00:00,,,,
2021-01-07 22:30:00,,,,
2021-01-07 23:00:00,,,,
2021-01-07 23:30:00,,,,
2021-01-08 00:00:00,,,,
2021-01-08 00:30:00,,,,
2021-01-08 01:00:00,,,,
2021-01-08 01:30:00,,,,
2021-01-08 02:00:00,,,,
2021-01-08 02:30:00,,,,
2021-01-08 03:00:00,,,,
2021-01-08 03:30:00,,,,
2021-01-08 04:00:00,,,,
2021-01-08 04:30:00,,,,
2021-01-08 05:00:00,,,,
2021-01-08 05:30:00,,,,
2021-01-08 06:00:00,,,,
2021-01-08 06:30:00,,,,
2021-01-08 07:00:00,,,,
2021-01-08 07:30:00,,,,
2021-01-08 08:00:00,,,,
2021-01-08 08:30:00,,,,
2021-01-08 09:00:00,,,,
2021-01-08 09:30:00,,,,
2021-01-08 10:00:00,,,,
2021-01-08 10:30:00,,,,
2021-01-08 11:00:00,,,,
2021-01-08 11:30:00,,,,
2021-01-08 12:00:00,,,,
2021-01-08 12:30:00,,,,
2021-01-08 13:00:00,,,,
2021-01-08 13:30:00,,,,
2021-01-08 14:00:00,,,,
2021-01-08 14:30:00,,,,
2021-01-08 15:00:00,,,,
2021-01-08 15:30:00,,,,
2021-01-08 16:00:00,,,,
2021-01-08 16:30:00,,,,
2021-01-08 17:00:00,,,,
2021-01-08 17:30:00,,,,
2021-01-08 18:00:00,,,,
2021-01-08 18:30:00,,,,
2021-01-08 19:00:00,,,,
2021-01-08 19:30:00,,,,
2021-01-08 20:00:00,,,,
2021-01-08 20:30:00,,,,
2021-01-08 21:00:00,,,,
2021-01-08 21:30:00,,,,
2021-01-08 22:00:00,,,,
2021-01-08 22:30:00,,,,
2021-01-08 23:00:00,,,,
2021-01-08 23:30:00,,,,
2021-01-09 00:00:00,,,,
2021-01-09 00:30:00,,,,
2021-01-09 01:00:00,,,,
2021-01-09 01:30:00,,,,
2021-01-09 02:00:00,,,,
2021-01-09 02:30:00,,,,
2021-01-09 03:00:00,,,,
2021-01-09 03:30:00,,,,
2021-01-09 04:00:00,,,,
2021-01-09 04:30:00,,,,
2021-01-09 05:00:00,,,,
2021-01-09 05:30:00,,,,
2021-01-09 06:00:00,,,,
2021-01-09 06:30:00,,,,
2021-01-09 07:00:00,,,,
2021-01-09 07:30:00,,,,
2021-01-09 08:00:00,,,,
2021-01-09 08:30:00,,,,
2021-01-09 09:00:00,,,,
2021-01-09 09:30:00,,,,
2021-01-09 10:00:00,,,,
2021-01-09 10:30:00,,,,
2021-01-09 11:00:00,,,,
2021-01-09 11:30:00,,,,
2021-01-09 12:00:00,,,,
2021-01-09 12:30:00,,,,
2021-01-09 13:00:00,,,,
2021-01-09 13:30:00,,,,
2021-01-09 14:00:00,,,,
2021-01-09 14:30:00,,,,
2021-01-09 15:00:00,,,,
2021-01-09 15:30:00,,,,
2021-01-09 16:00:00,,,,
2021-01-09 16:30:00,,,,
2021-01-09 17:00:00,,,,
2021-01-09 17:30:00,,,,
2021-01-09 18:00:00,,,,
2021-01-09 18:30:00,,,,
2021-01-09 19:00:00,,,,
2021-01-09 19:30:00,,,,
2021-01-09 20:00:00,,,,
2021-01-09 20:30:00,,,,
2021-01-09 21:00:00,,,,
2021-01-09 21:30:00,,,,
2021-01-09 22:00:00,,,,
2021-01-09 22:30:00,,,,
2021-01-09 23:00:00,,,,
2021-01-09 23:30:00,,,,
2021-01-10 00:00:00,,,,
2021-01-10 00:30:00,,,,
2021-01-10 01:00:00,,,,
2021-01-10 01:30:00,,,,
2021-01-10 02:00:00,,,,
2021-01-10 02:30:00,,,,
2021-01-10 03:00:00,,,,
2021-01-10 03:30:00,,,,
2021-01-10 04:00:00,,,,
2021-01-10 04:30:00,,,,
2021-01-10 05:00:00,,,,
2021-01-10 05:30:00,,,,
2021-01-10 06:00:00,,,,
2021-01-10 06:30:00,,,,
2021-01-10 07:00:00,,,,
2021-01-10 07:30:00,,,,
2021-01-10 08:00:00,,,,
2021-01-10 08:30:00,,,,
2021-01-10 09:00:00,,,,
2021-01-10 09:30:00,,,,
2021-01-10 10:00:00,,,,
2021-01-10 10:30:00,,,,
2021-01-10 11:00:00,,,,
2021-01-10 11:30:00,,,,
2021-01-10 12:00:00,,,,
2021-01-10 12:30:00,,,,
2021-01-10 13:00:00,,,,
2021-01-10 13:30:00,,,,
2021-01-10 14:00:00,,,,
2021-01-10 14:30:00,,,,
2021-01-10 15:00:00,,,,
2021-01-10 15:30:00,,,,
2021-01-10 16:00:00,,,,
2021-01-10 16:30:00,,,,
2021-01-10 17:00:00,,,,
2021-01-10 17:30:00,,,,
2021-01-10 18:00:00,,,,
2021-01-10 18:30:00,,,,
2021-01-10 19:00:00,,,,
2021-01-10 19:30:00,,,,
2021-01-10 20:00:00,,,,
2021-01-10 20:30:00,,,,
2021-01-10 21:00:00,,,,
2021-01-10 21:30:00,,,,
2021-01-10 22:00:00,,,,
2021-01-10 22:30:00,,,,
2021-01-10 23:00:00,,,,
2021-01-10 23:30:00,,,,
2021-01-11 00:00:00,,,,
2021-01-11 00:30:00,,,,
2021-01-11 01:00:00,,,,
2021-01-11 01:30:00,,,,
2021-01-11 02:00:00,,,,
2021-01-11 02:30:00,,,,
2021-01-11 03:00:00,,,,
2021-01-11 03:30:00,,,,
2021-01-11 04:00:00,,,,
2021-01-11 04:30:00,,,,
2021-01-11 05:00:00,,,,
2021-01-11 05:30:00,,,,
2021-01-11 06:00:00,,,,
2021-01-11 06:30:00,,,,
2021-01-11 07:00:00,,,,
2021-01-11 07:30:00,,,,
2021-01-11 08:00:00,,,,
2021-01-11 08:30:00,,,,
2021-01-11 09:00:00,,,,
2021-01-11 09:30:00,,,,
2021-01-11 10:00:00,,,,
2021-01-11 10:30:00,,,,
2021-01-11 11:00:00,,,,
2021-01-11 11:30:00,,,,
2021-01-11 12:00:00,,,,
2021-01-11 12:30:00,,,,
2021-01-11 13:00:00,,,,
2021-01-11 13:30:00,,,,
2021-01-11 14:00:00,,,,
2021-01-11 14:30:00,,,,
2021-01-11 15:00:00,,,,
2021-01-11 15:30:00,,,,
2021-01-11 16:00:00,,,,
2021-01-11 16:30:00,,,,
2021-01-11 17:00:00,,,,
2021-01-11 17:30:00,,,,
2021-01-11 18:00:00,,,,
2021-01-11 18:30:00,,,,
2021-01-11 19:00:00,,,,
2021-01-11 19:30:00,,,,
2021-01-11 20:00:00,,,,
2021-01-11 20:30:00,,,,
2021-01-11 21:00:00,,,,
2021-01-11 21:30:00,,,,
2021-01-11 22:00:00,,,,
2021-01-11 22:30:00,,,,
2021-01-11 23:00:00,,,,
2021-01-11 23:30:00,,,,
2021-01-12 00:00:00,,,,
2021-01-12 00:30:00,,,,
2021-01-12 01:00:00,,,,
2021-01-12 01:30:00,,,,
2021-01-12 02:00:00,,,,
2021-01-12 02:30:00,,,,
2021-01-12 03:00:00,,,,
2021-01-12 03:30:00,,,,
2021-01-12 04:00:00,,,,
2021-01-12 04:30:00,,,,
2021-01-12 05:00:00,,,,
2021-01-12 05:30:00,,,,
2021-01-12 06:00:00,,,,
2021-01-12 06:30:00,,,,
2021-01-12 07:00:00,,,,
2021-01-12 07:30:00,,,,
2021-01-12 08:00:00,,,,
2021-01-12 08:30:00,,,,
2021-01-12 09:00:00,,,,
2021-01-12 09:30:00,,,,
2021-01-12 10:00:00,,,,
2021-01-12 10:30:00,,,,
2021-01-12 11:00:00,,,,
2021-01-12 11:30:00,,,,
2021-01-12 12:00:00,,,,
2021-01-12 12:30:00,,,,
2021-01-12 13:00:00,,,,
2021-01-12 13:30:00,,,,
2021-01-12 14:00:00,,,,
2021-01-12 14:30:00,,,,
2021-01-12 15:00:00,,,,
2021-01-12 15:30:00,,,,
2021-01-12 16:00:00,,,,
2021-01-12 16:30:00,,,,
2021-01-12 17:00:00,,,,
2021-01-12 17:30:00,,,,
2021-01-12 18:00:00,,,,
2021-01-12 18:30:00,,,,
2021-01-12 19:00:00,,,,
2021-01-12 19:30:00,,,,
2021-01-12 20:00:00,,,,
2021-01-12 20:30:00,,,,
2021-01-12 21:00:00,,,,
2021-01-12 21:30:00,,,,
2021-01-12 22:00:00,,,,
2021-01-12 22:30:00,,,,
2021-01-12 23:00:00,,,,
2021-01-12 23:30:00,,,,
2021-01-13 00:00:00,,,,
2021-01-13 00:30:00,,,,
2021-01-13 01:00:00,,,,
2021-01-13 01:30:00,,,,
2021-01-13 02:00:00,,,,
2021-01-13 02:30:00,,,,
2021-01-13 03:00:00,,,,
2021-01-13 03:30:00,,,,
2021-01-13 04:00:00,,,,
2021-01-13 04:30:00,,,,
2021-01-13 05:00:00,,,,
2021-01-13 05:30:00,,,,
2021-01-13 06:00:00,,,,
2021-01-13 06:30:00,,,,
2021-01-13 07:00:00,,,,
2021-01-13 07:30:00,,,,
2021-01-13 08:00:00,,,,
2021-01-13 08:30:00,,,,
2021-01-13 09:00:00,,,,
2021-01-13 09:30:00,,,,
2021-01-13 10:00:00,,,,
2021-01-13 10:30:00,,,,
2021-01-13 11:00:00,,,,
2021-01-13 11:30:00,,,,
2021-01-13 12:00:00,,,,
2021-01-13 12:30:00,,,,
2021-01-13 13:00:00,,,,
2021-01-13 13:30:00,,,,
2021-01-13 14:00:00,,,,
2021-01-13 14:30:00,,,,
2021-01-13 15:00:00,,,,
2021-01-13 15:30:00,,,,
2021-01-13 16:00:00,,,,
2021-01-13 16:30:00,,,,
2021-01-13 17:00:00,,,,
2021-01-13 17:30:00,,,,
2021-01-13 18:00:00,,,,
2021-01-13 18:30:00,,,,
2021-01-13 19:00:00,,,,
2021-01-13 19:30:00,,,,
2021-01-13 20:00:00,,,,
2021-01-13 20:30:00,,,,
2021-01-13 21:00:00,,,,
2021-01-13 21:30:00,,,,
2021-01-13 22:00:00,,,,
2021-01-13 22:30:00,,,,
2021-01-13 23:00:00,,,,
2021-01-13 23:30:00,,,,
2021-01-14 00:00:00,,,,
2021-01-14 00:30:00,,,,
2021-01-14 01:00:00,,,,
2021-01-14 01:30:00,,,,
2021-01-14 02:00:00,,,,
2021-01-14 02:30:00,,,,
2021-01-14 03:00:00,,,,
2021-01-14 03:30:00,,,,
2021-01-14 04:00:00,,,,
2021-01-14 04:30:00,,,,
2021-01-14 05:00:00,,,,
2021-01-14 05:30:00,,,,
2021-01-14 06:00:00,,,,
2021-01-14 06:30:00,,,,
2021-01-14 07:00:00,,,,
2021-01-14 07:30:00,,,,
2021-01-14 08:00:00,,,,
2021-01-14 08:30:00,,,,
2021-01-14 09:00:00,,,,
2021-01-14 09:30:00,,,,
2021-01-14 10:00:00,,,,
2021-01-14 10:30:00,,,,
2021-01-14 11:00:00,,,,
2021-01-14 11:30:00,,,,
2021-01-14 12:00:00,,,,
2021-01-14 12:30:00,,,,
2021-01-14 13:00:00,,,,
2021-01-14 13:30:00,,,,
2021-01-14 14:00:00,,,,
2021-01-14 14:30:00,,,,
2021-01-14 15:00:00,,,,
2021-01-14 15:30:00,,,,
2021-01-14 16:00:00,,,,
2021-01-14 16:30:00,,,,
2021-01-14 17:00:00,,,,
2021-01-14 17:30:00,816,474,537,485
2021-01-14 18:00:00,820,507,534,631
2021-01-14 18:30:00,902,609,528,828
2021-01-14 19:00:00,984,700,531,903
2021-01-14 19:30:00,1051,737,529,928
2021-01-14 20:00:00,1011,768,758,907
2021-01-14 20:30:00,934,775,938,965
2021-01-14 21:00:00,872,733,1043,1060
2021-01-14 21:30:00,854,689,1113,1146
2021-01-14 22:00:00,830,674,1182,1243
2021-01-14 22:30:00,759,710,1211,1324
2021-01-14 23:00:00,707,723,1251,1378
2021-01-14 23:30:00,669,683,1301,1447
2021-01-15 00:00:00,636,656,1340,1499
2021-01-15 00:30:00,623,624,1362,1536
2021-01-15 01:00:00,608,595,1391,1615
2021-01-15 01:30:00,601,583,1424,1691
2021-01-15 02:00:00,569,572,1450,1711
2021-01-15 02:30:00,559,574,1479,1729
2021-01-15 03:00:00,553,544,1512,1751
2021-01-15 03:30:00,538,543,1530,1788
2021-01-15 04:00:00,554,524,1544,1818
2021-01-15 04:30:00,542,524,1566,1839
2021-01-15 05:00:00,540,523,1601,1868
2021-01-15 05:30:00,535,527,1605,1868
2021-01-15 06:00:00,533,522,1630,1881
2021-01-15 06:30:00,524,559,1643,1624
2021-01-15 07:00:00,530,579,1670,1456
2021-01-15 07:30:00,559,558,1554,1313
2021-01-15 08:00:00,731,668,1067,990
2021-01-15 08:30:00,728,714,811,670
2021-01-15 09:00:00,679,709,700,634
2021-01-15 09:30:00,684,687,637,611
2021-01-15 10:00:00,681,662,618,596
2021-01-15 10:30:00,676,636,608,586
2021-01-15 11:00:00,682,639,588,570
2021-01-15 11:30:00,697,628,580,578
2021-01-15 12:00:00,683,635,583,572
2021-01-15 12:30:00,681,629,596,581
2021-01-15 13:00:00,684,620,597,582
2021-01-15 13:30:00,723,588,604,587
2021-01-15 14:00:00,699,628,605,603
2021-01-15 14:30:00,685,695,606,604
2021-01-15 15:00:00,672,727,605,596
2021-01-15 15:30:00,657,743,589,583
2021-01-15 16:00:00,665,693,599,582
2021-01-15 16:30:00,678,610,610,603
2021-01-15 17:00:00,692,618,607,597
2021-01-15 17:30:00,756,676,661,620
2021-01-15 18:00:00,810,725,762,646
2021-01-15 18:30:00,895,722,740,690
2021-01-15 19:00:00,992,710,793,676
2021-01-15 19:30:00,1075,762,859,682
2021-01-15 20:00:00,1027,881,971,870
2021-01-15 20:30:00,952,909,1084,1077
2021-01-15 21:00:00,908,889,1168,1173
